,Name,style,IBU,ABV,Description
430,Hubert,Pale Ale - American,66,6.0,"Hubert? I've heard of him. A friend of a friend knows him. Apparently he's awesome, but we've never met. Well. It's about time you did. Some would just call him an IPA, but we call him an MPA. The Melvin Pale Ale. A welcomed hand shake to your taste buds. Light, crisp, fresh and a little bitty bitter. Lets just say he won't be that jerk that leaves you at the bar at 2am. He's low in alcohol. What a nice guy..... that Hubert"
431,Killer Bees,Honey Beer,15,5.0,"Clean, smooth, slow motion, easy drinkin', honey. The palate cleanser extraordinaire. Perfect for mowing your unwatered lawn, sipping in the shower, or fishing on a Sunday. Low in alcohol, but high in enjoyment, this beer will not let you down..... and if it does? Give it a good talking to.

Dear Enjoyer,

Our award winning honey ale starts as an American blonde, we then add around 8lbs of light clover honey per bbl. The honey adds a subtle sweetness and light honey nose"
432,Citradamus,IPA - Imperial / Double,88,9.5,"Dear Enjoyer,

The great Citradamus predicts that this will be the best IPA that you have ever had. Go ahead, put this beer up in your grill. Smell that? Those are hops. Citra hops. Dank-ass Citra to be exact. Your old favorite IPA does not have Citras? Why is that? Because they are wicked spendy and we bought them all, thatâs why. Go ahead, yuck it up"
433,* (Asterisk),IPA - Imperial / Double,88,9.0,"2x4âs award winning cousin. The * Imperial IPA uses copious amounts of mosaic hops that give this beer strong notes of tropical fruit, stone fruit, mango and berries. Brewed with a blend of northwest 2-row, light crystal, mosaic hops and some stuff you donât even know about.

ABV: 9% IBU: 8"
434,Drunken Master,IPA - Imperial / Double,95,9.0,"Born out of the Melvin R&D facility on Wyomingâs West Coast, also known as the closet. Brewed with a blend of Columbus, Citra and some Top-Secret hops left over from the great east vs. west hip hop battles. Hopped with over 3 pounds per barrel. Drunken Master is the 2016 National IlPA Champion. Sure to make you a Drunken Master if you consume too many of these bad boys. Cheers from the crew at Melvin. Please, only practice your Karate after a four pack and bow to your sensei.

ABV: 9% IBU: 7"
435,Heyzeus,Lager - Pale,10,5.2,Mexican Lager. Halfway between awesome and fantastico but with the quality you expect from the great Cervaceria de Melvin. Super simple with an abv that you can session all goddamn day. Stay thirsty bitches
436,Hop Shocker,IPA - Imperial / Double,95,8.0,"Donât touch me, âcause Iâm electric. And if you drink me, youâll get SHOCKED! Experience pure uncut lupulin powder. In their clandestine lab, in the wild of Yakima, the crew processed Mosaic + Simcoe hops into alpha acid pow pow. The Melvin posse inhaled deep, and the legend of the Hop Shocker was born"
437,Your IPA,IPA - American,88,7.1,"Initially, when making this beer, the idea was that we would be using Columbus hops as the defining character. But then we had a realizationâ¦using lupulin powder is the latest hop technology available globally, increasing aroma without increasing perceived bitterness. Utilizing cryopowder in Your IPA will increase the everyday yield.

Combined with using a more efficient centrifuge production, we can provide a better value for you and your everyday IPA. This also allows us to give proceeds of the beer to charity, so weâve hatched a master plan"
438,Back In Da Haze,IPA - New England / Hazy,58,6.4,"From melvinbrewing.com: ""Back in da haze of the TMU days, we were dropping fresh loads of hops into our beers after the boil, and even more in the fermenter. People thought we were crazy: why would you waste so much money and hops?! Turns out we were making beer from the future. Now they call it âcold poolingâ and âDDH.â My how times have changed, but weâre still blasting IPAs with juicy flavors for the hopheads, things are just a bit hazierâ¦We laid down this crushable groove with Sabro, Citra and Mosaic hops, bringing tropical flavors to keep your taste buds dancing."
439,Chuck Morris,IPA - Imperial / Double,98,8.0,"Chuck Morris is a Double IPA that will roundhouse kick, karate chop and machine gun its way to your heart. Dry hopped to perfection, power-packed like its namesake, but as balanced as a fighter doing the splits. Make sure to stretch first"
440,Cloudy 5000,IPA - Imperial / Double New England / Hazy,60,8.5,"We revved up the Melvin machine to maximum juice per minute for this hazy RIIPA. Additions of flaked oats and wheat create a pillowy mouthfeel, and massive amounts of Mosaic and Citra hops provide a juice box of ripe mango, passionfruit, papaya and pineapple flavors. Until next timeâ¦Cloudy 5 Gs"
441,Lambda Lambda Lambda,IPA - Triple,100,13.0,"The crew at Melvin decided to push their system to the max on all levels. Brewed with 4 plus lbs of Simcoe and Mosaic hops per barrel then double dry hopped. Flavors of peach, stone fruit and herbal forest. Sure to put you in the gravel pit.

ABV: 11-13% IBU: 100+"
442,Pilsgnar,Pilsner - Other,45,4.8,"We are constantly inspired, refreshed and challenged by the rugged yet beautiful terrain on the West Coast of Wyoming. The beer you are holding is liquid sunshine, and the perfect companion on your next outdoor expedition. Pack it in, pack it out, and add some Pils to your gnarly life"
443,Juice Theorem,IPA - American,50,7.0,"Since its Alpine inception, the lab has always been an integral part of Melvin Brewing. Our team of rad scientists has now proposed a theorem: that clear IPAs can be just as juicy as their hazy counterparts. The evidence you hold in your hand is a testament to the crewâs skill in the art of zymurgy; a post-modern IPA full of bright juicy flavors, yet crisp and clean in the body and finish"
444,Scenario,Porter - Other,60,6.0,"As we combined all the juice from the mind, our brewers created this robust porter with roasted malt, oats and midnight wheat, then a touch of hops for balance. The end result is smooth as a jazz sample, but roars like a Dungeon Dragon. Weâre not only warming palates with this beer, but with the proceeds weâre also working with charities in our territories to warm bodies, providing jackets for those in need with a little help from our friends at KÃ¼hlÂ®. No batteries included, and no strings attached"
445,Thaiger Style,IPA - American,51,5.4,"Our sessionable West Coast-style pale ale built on Simcoe, Mosaic and Citra with the faintest hint of bitterness - reminiscent of that delicious and bright West Coast IPA & Pale Ale that we have come to miss. THAIGER STYLE"
446,Boom ShakAzacca,IPA - Imperial / Double New England / Hazy,60,8.4,"For our newest RIIPA release we had to go hard in the paint, filling up this hazy imperial IPA with wheat and oats, triple-double dry hopping it with absurd amounts of Azacca, turbo button down the whole way. Time for some ""Razzle Dazzle!"
447,The Life Hopquatic,IPA - New England / Hazy,40,7.0,"âNow if youâll excuse me, Iâm going to go on an overnight drunk, and in ten days Iâm going to set out to find the shark that ate my friend and destroy it.â â Steve Zissou

Take in the imagery. Feel the cold can in your hand. Listen to the gas as it cracks open. Smell the tantalizing aromas. Savor the bold flavors as they ebb and flow over your taste buds. Get experiMENTAL"
448,2 X Thor,IPA - Imperial / Double,100,9.9,"2x4 fermented with Kveik, a Norwegian farmhouse yeast, that infuses a little bit of peach, pineapple funk into 2x4's heady hop aromas."
449,Star Valley IPA,IPA - Session,50,5.0,"In 2015, team Melvin packed our bags and followed the river south from Jackson to Star Valley. We built our brewing Mothership and started churning out exponentially more Madness. Whenever possible, we enjoy what the Valley offers us; surfing Wyomingâs West Coast in the summer, snowmobiling to the backcountry (and sometimes work!) in the winter, and gazing up at the universe in the evening year-round, can in hand"
450,Dry Hopper's Guide To the Galaxy,IPA - Imperial / Double,90,9.0,"For our newest RIIPA release, the Melvin brew crew put on their helmets and went extraterrestrial, stepping into space and exploring the vast potential of the hop known as Galaxy. Deep Thought helped us conceive this recipe, and we boosted up our ace West Coast IIPA base with outlandish additions of Galaxy and Nelson, beaming out so many juicy flavors you will need a towel. This cosmic creation is only available for a limited time, but DONâT PANIC!, our interstellar ale journey has just begun"
451,Duet,IPA - American,41,7.0,A West Coast IPA. Our original single IPA made with Simcoe and Amarillo hops in harmony.
452,Nelson,IPA - Rye,40,7.0,"IT'S NELSON OR NOTHING
Named after Nelson Sauvin, an outstanding hop varietal from New Zealand. The hop is introduced through the brewing and dry-hopping of this complex and well-balanced IPA. A hazy straw hued ale, Nelson is topped by bright white beer foam and offers a tropical hop aroma. The pine and fruity hop notes linger, but are well-balanced by the smooth, malty addition of European rye malts. Enjoy this stunning and multifaceted, yet mellow IPA"
453,Pure Hoppiness,IPA - Imperial / Double,61,8.0,"A West Coast Double IPA so mega-hopped it will take you to hop heaven. We've used hops in the boil, more hops in the giant hopback, and added to that, an incredible amount of dry-hopping for that cutting-edge hop bite. Once you've tasted this unique beer, all others pale in comparison"
454,Hoppy Birthday,Pale Ale - American,60,5.25,"âThe Most Celebrated Beer in the Worldâ Truth is, everyone has a birthday, and when you want to celebrate this sessionable hop forward pale ale is a gift to the senses. Dry-Hopped like an IPA and light enough to enjoy again and again. Now make a wish and blow out the candle. But donât tell anyone the wish or it wonât come true"
455,Windows Up,IPA - American,70,7.0,"Windows Up is a single IPA made with Mosaic and Citra hops. It pours a hazy straw color and is topped with bright white beer foam. Piney aromas mingle with fruity notes, while hints of citrus fruit and an overall lingering resinous quality lend a touch of complexity to this dank IPA"
456,HFS,IPA - American,48,6.5,"Yeah, itâs that good! HFS is our GABF 2016 Bronze medal winner in the Strong Ale category. This West Coast-style American IPA is light bodied and full of hop flavor and aroma. It pours a pale gold with a light, fluffy, off-white head. Featuring a combination of Mosaic, Simcoe, and Citra hops, HFS presents a bold tropical fruit explosion with hints of grass and pine balanced by a light and bready malt character.
Mosaic, Citra and Simcoe hop"
457,Mandarin Nectar,Spiced / Herbed Beer,6,6.5,"An Orange Blossom Honey Ale
Fresh organic orange zest and cracked coriander complement the orange blossom honey used in this ale. Like a mountain breeze through the citrus trees. 1.060 O"
458,Alpine Ale,Pale Ale - American,32,5.5,"Alpine Ale represents everything a good, well balanced pale ale should be: malty but not too sweet, refreshing but not too bitter, full-bodied but not too heavy, lively but not over-carbonated. A clean, every day beer that leaves your palate begging for more"
459,McIlhenney's Irish Red,Red Ale - Irish,13,6.0,"An Irish Red
Our most versatile beer. Good to drink as well as cook with. Light enough to quench a thirst and complex enough to accompany fine dining. Carmel malty sweet fades to a chocolate roasty finish and dry from a touch of rye. 1.057 OG 13 IBU 6%wAB"
460,Truck Trail,Pale Ale - American,31,5.5,This classic American Pale Ale features a balanced blend of Cascade and Centennial hops with dominant notes of fresh pine needles and zesty citrus rin
461,Exponential Hoppiness,IPA - Triple,100,11.0,"This Hop Monster uses multiple kettle hop additions with the technique of doubling the hop amount each addition (exponentially). Add in the hop back and the continuous dry hopping and your starting to get the picture. The beer is finished off with a ""body-bag"" sized hop-bag full of hop cones and oak chips. There it ages and mellows, disguising the alcohol content for a double strong, incredibly hoppy, yet drinkable beer"
462,OG Lemon Haze,IPA - New England / Hazy,30,6.5,"This hazy IPA is brewed with citrusy hops that boast beautiful lemon blossom, citrus and berry aromas with notes of fresh apple, peach and meyer lemon peel. Brewed with a blend of Motueka, Strata and Citra hops, this beer has an enormous dry hop that creates a beautiful aroma of bright citrus zest and sweet, tropical fruits"
463,6x9,IPA - American,60,6.0,Collaboration with Melvin Brewing.
464,Truth,IPA - American,75,7.2,"Intensely hopped, dry IPA with Centennial, Citra, Amarillo and Simcoe Hops. We hop this at a rate of 3lbs/bbl to rev up peach, mango and passion fruit notes"
465,Cougar,Blonde Ale,25,4.8,"This bright blonde ale shines a brilliant malt character. Born of breezes, captured sunlight and whiffed, this beer is a balanced yet dry siren whose first sip calls for the third. Hopped with arguable restraint with Crystal and Bravo hops, Cougar stays fierce enough to raise eyebrows yet is tame enough to be called sessionable"
466,Dad,Red Ale - American Amber / Red,45,6.0,"This hoppy Holiday Red Ale has a blend of hop spice, citrus and some caramel malts to raise the holiday spirit in this Pale Ale."
467,Franz,MÃ¤rzen,20,5.4,"Franz is our Oktoberfest beer. Heâs an autumnal brew, a bit of a dreamer, often hikes in the Alps and comes back with great ideas for delicious malts and is forever hoisting barrels over his head for âze exercizeâ. Franz is our Oktoberfest brau, and our first take on a German brew. Not traditional, but Ã¼ber German. These malts will PUMP you UP, jaaah"
468,Peach Dodo,Sour - Fruited Gose,12,4.4,"This German Gose is bright and frisky, tart and saline, and dances on the palate with punches of peach. Thirst quenching beyond all imagination. Peach Dodo is the finest of liquids for a beach picnic or for making history"
469,Zen,IPA - Session,45,4.8,"Zen is balance, the clear morning air, feeling the flow. Zen is purpose and determination and detachment. Not bitter, but hoppy and bright. This Session IPA emanates hints of orange zest and lemongrass"
470,Panther,Porter - American,28,5.8,"This malty yet sneakily smooth Robust Porter simmers with tones of milk chocolate, carob and light molasses. Panther is a svelte creature of the night â a midnight malt whisperer"
471,Cheetah,Lager - Pale,6,4.8,"Cheetah is an agile, easy-drinking Lager. Bright, light, with a tinge of malt and citrus character, this brew is crazily crushable."
472,Saber Tooth Tiger,IPA - Imperial / Double,95,8.5,"Prehistorically hopped Imperial India Pale Ale that attacks the senses with potent notes of papaya, mango and peach - yet it finishes its prey (your palate) with a crisp clean citrus bitterness"
473,Streaker,IPA - Rye,60,6.0,"A crowdsourced Rye IPA dry hopped with Citra and Mosaic hops that race across your palate in a lively, yet intimate and wildly exposed jaunt â flaunting tropical fruit, dank, pineapple, and mango aromatic acrobatics"
474,Pure Fury,Pale Ale - American,37,5.7,"Intensely hopped yet restrained, bright and tropical fruit forward American Pale Ale with Amarillo, Mosaic and Cascade hops. An essay in finesse."
475,Mosaic,Pale Ale - American,45,5.6,"This single hopped pale ale detonates upon the palate with a brilliant array of dank, tropical fruit, grapefruit blossom, mandarin orange and blueberries. Golden Promise malt provides a clean base- a kaleidoscope of flavor delivered with the simplest of recipes"
476,Press Tart,Sour - Fruited Berliner Weisse,8,4.4,"Brewed in collaboration with the gaming gurus at 16-bit, Press Tart is a Berliner Style Weisse Fruit Beer bramble-smashed with marionberries and blueberries. Rich and fruit-forward, this brew unlocks secret levels of berry jam and punch-you-out tartness"
477,Crash,Pale Ale - American,44,5.4,"An explosively hoppy pale ale, Crash combines potent aromatics of Azacca, Equinox and Cascade hope to combust with tropicality, citrus, peach, tangelo & papaya - a kinetic & delicious hop explosion"
478,Andromeda,Pale Ale - American,48,5.7,"We've unchained the single hop harbinger, the Galaxy not so far away. Andromeda casts a constellation of flavor, illuminating the palate with notes of peach, orange, and freshly cut grass. Pay heed to the heavens before indulging â a hop shower cometh"
479,Puma,Pilsner - Other,40,5.2,"Elegant and subtle, this hoppy pilsner balances bready malts with striking noble hops. Puma pilsner pounces with golden brilliance as floral aromatics punctuate each sip"
480,Stryker,IPA - Imperial / Double,100,9.3,"This Imperial IPA bellows with dank, resinous citrus and flashes of passionfruit that gives way to an ever-evolving bitterness while remaining dry and electric."
481,Ink,Stout - Russian Imperial,57,11.8,"Deep, dark intense roasted malt, coffee and chocolate notes resound deeply in this imperial stout."
482,Penguin,Stout - White,33,7.0,"Our Blonde Stout Penguin debuted in late 2015, a collaborative effort with the West Coast wizards at Three Weavers Brewing Company in Inglewood, CA. A delectable blend of light and dark styles, Penguin is a seasonal release available in bottles and on draft"
483,Gingerbread Stout,Stout - Imperial / Double Milk,55,9.2,"Brewed with baby ginger from Casselmonte Farm and wildflower honey from Bearer Farms, Hardywood Gingerbread Stout captures the terroir of central Virginia in a rich, creamy libation with a velvety mouthfeel and an intriguing evolution of flavors from milk chocolate and vanilla to honeycomb and cinnamon to a snap of ginger in the finish.
Deep, dark chocolate in color with a mahogany tint and a frothy, caramel colored head, Hardywood Gingerbread Stout offers aromatics of holiday spice originating from the ginger, and balanced with a generous dose of whole Madagascar bourbon vanilla beans and Vietnamese cinnamon. Milk sugar (lactose) contributes to the full body of this stout and tames its roasty character, while oats lend a silky quality. Enjoy fresh, or cellar for a special occasion. We hope Hardywood Gingerbread Stout contributes to your merriment this season"
484,The Great Return,IPA - American,70,7.5,"Bold, resinous and bursting with bright grapefruit aroma, this IPA is a tribute to the decades of hard work by conservationists to restore the James River as a bounty of vibrant aquatic life, eco-friendly recreational activity, and in our case, fresh brewing water. These efforts have culminated recently with the symbolic return of the endangered Atlantic sturgeon, a prehistoric, yet majestic behemoth of a fish, spotted as far up the James River as the fall line in Richmond. Your purchase of this beer supports the James River Association. Thank you for being a part of The Great Return"
485,Singel,Belgian Blonde,30,6.2,"Unfiltered, unpasteurized, and uninhibited, Hardywood Singel is a feat in balance. Sunshine golden with a fluffy head and a veil of Belgian Ale yeast, Singel's tropical fruit esters complement its spicy hop aromatics. Delicate in body, Singel's mellow, dry finish culminates a truly ethereal experience"
486,Pils,Pilsner - German,35,5.2,"Crisp, clean and incomparably quaffable, Hardywood Pils sparkles a brilliant shade of gold with a rich, cloud-white head. Hand crafted with only the finest European pilsner malt and German noble hops, Pils is patiently conditioned for weeks in our lagering tanks, maturing into a beer that refreshes the palate and satiates the soul. Brewed in strict accordance with the Reinheitsgebot, this classic pilsner is the quintissential lager beer in its purest form. A tad drier than its Bohemian cousin with the signature snappy herbal spice of Bavarian Hallertau hops to balance delicate maltiness, this pils offers a nod to old world tradition by the innovative brewers at Hardywood. Prost"
487,Bourbon GBS (Gingerbread Stout),Stout - Imperial / Double Milk,55,11.5,"Hardywood Gingerbread Stout, described by BeerAdvocate as âfreaginâ Christmas in a bottle,â is an imperial milk stout brewed with vanilla beans, cinnamon, fresh Casselmonte Farm baby ginger and Bearer Farms wildflower honey. Gingerbread Stout is then matured in Virginia bourbon barrels, where it adapts an incredibly mellow character with oak, caramel and bourbon undertones, and emerges 12 weeks later as Bourbon GBS. A festive blend of spice character laces this rich, chocolatey stout, which warms the palate and the soul"
488,Raspberry Stout,Stout - Imperial / Double,55,9.3,"Dark chocolate malts with a hint of raspberry finish, like a sweet dessert after a five star dinner out."
489,Peach Tripel,Belgian Tripel,25,8.2,"Hardywood Peach Tripel displays a voluminous head, a sunshine golden hue, notes of white pepper and honeysuckle, and is refermented on over 50 pounds per barrel of peaches, apricots and nectarines, lending a subtle but luscious stone fruit character, and a pleasantly dry finish"
490,Virginia Blackberry,Wheat Beer - Witbier / Blanche,12,6.8,"A Belgian wheat beer brewed with a touch of rye and a massive addition (over 1,000 lbs. per 40-barrel batch) of plump, ripe blackberries grown by Agriberry in Hanover County, Hardywood Virginia Blackberry offers an assertive fruit character while remaining extremely refreshing. Ruby hued with the bright aroma of fresh bramble berries, this beerâs pleasantly gentle body leads to a rather dry, rounded fruit finish, making it irresistible on a hot summer day"
491,Farmhouse Pumpkin,Pumpkin / Yam Beer,21,8.5,"Brewed in the style of the farmhouse ales of Belgium's southern countryside, Hardywood Farmhouse Pumpkin utilizes a blend of rye, wheat and barley in the grain bill, earthy flavoring hops and a classic saison yeast. Ripe, flame roasted Virginia sugar pumpkins and brown sugar provide a hearty backbone to this 8.5% ABV beer. Freshly ground Ceylon cinnamon, whole Grenada nutmeg, whole Madagascar clove and whole allspice harmonize with pounds of freshly sliced organic ginger root.
A beautiful hue of autumn russet, Hardywood Farmhouse Pumpkin displays a voluminous head, with a bouquet of aromatic fresh spice. Medium to full in body, this ale offers a balanced flavor of caramelized pumpkin and pie spices, with a lingering finish laced with a hint of fresh ginger.
Sugar pumpkins came from the Farm to Family Market on Mechanicsville Turnpike and from the Village Garden. Peruvian organic ginger came from Ellwood Thompsons Local Market in Carytown. Pumpkin Pie Spice came from C.F. Sauer, right around the corner from Hardywood. Whole Ceylon cinnamon, whole Grenada nutmeg, whole Madagascar cloves and whole allspice came from Penzys Spices in Carytown. All are local Richmond businesses"
492,Bourbon Cru,Belgian Quadrupel,18,12.0,"Hardywood Bourbon Cru is brewed in the fashion of the abbey quadrupel, the grand cru of many of Belgiumâs revered monastic breweries. Bourbon Cru displays a sunset orange hue with a substantial head and brilliant clarity after months of barrel ageing. The maturity and melding of flavors brought on by the freshly drained, half-decade old Virginia bourbon barrels from Fredericksburgâs A. Smith Bowman Distillery lends an extraordinary sense of harmony to Bourbon Cru. Almond toffee and oaky vanilla aromatics give way to dark cherries, raisins and mature whiskey. A bit of plum flavor is greeted by caramel overtones and an assertive yet incredibly rounded body and a lingering, bourbon-laced finish"
493,Christmas Pancakes,Stout - Imperial / Double Milk,55,9.2,Gingerbread Stout (GBS) refermented on maple syrup
494,Bourbon Sidamo,Stout - Imperial / Double Coffee,55,10.3,"An assertive Imperial Stout aged 12 weeks in bourbon barrels and conditioned on custom roasted Sidamo coffee from Lamplighter Roasting Company, Bourbon Sidamo showcases the signature flavors of whiskey, roasted malt and Ethiopian coffee. This robust stout displays a midnight hue with a caramel head and offers a dark chocolate character laced with hints of blueberry from this unique coffee bean, rounded out by charred White Oak infused by an angelâs share of Kentucky goodness"
495,Bourbon Barrel Raspberry Stout with Vanilla Beans,Stout - Imperial / Double,50,11.5,"A dessert beer to the core, our Raspberry Stout is truly a feat in decadence. Loads of chocolate malt, cacao nibs, and local, late-season red raspberries from Agriberry Farm all contribute to what would best be described as a raspberry truffle in liquid form. After months of patient maturation in freshly emptied bourbon barrels, our Raspberry Stout is finished on Madagascar vanilla beans revealing a confluence of smooth, rich dark chocolate, ripe red raspberries, and real vanilla"
496,Capital Trail Pale Ale,Pale Ale - American,50,5.6,"Brewed with Falconerâs Flight, Willamette and Mandarina Bavaria hops, Capital Trail Pale Ale invigorates the palate with refreshing notes of citrus and offers a pleasantly dry finish. Your purchase of this beer supports the Virginia Capital Trail Foundation and the ongoing maintenance, promotion and enhancement of the 52 mile walking and biking path that links the current and historic state capitals of Richmond and Jamestown. We raise a can in honor of the hard work of the Virginia Capital Trail Foundation and its volunteers, and your next adventure along one of Americaâs most bucolic and historically significant byways"
497,Trickery,Stout - Imperial / Double Milk,65,13.5,"Imperial milk stout aged in apple brandy barrels for eight months for a smooth apple brandy finish. Warm caramel, blackstrap molasses, and chocolate covered cherries"
498,Hopkeeper,IPA - Imperial / Double,30,8.5,"Hardywood Hopkeeper is brewed with Virginia-grown pale malt from Copper Fox Distillery in Williamsburg. Our Double IPA is hop-forward and approachable with a proprietary blend of hops lending lush notes of pineapple, fresh orange zest and citrus fruit. Hopkeeper is bright and juicy up front, with a touch of honey added for a crisp, dry finish"
499,Rum Barrel Pumpkin,Pumpkin / Yam Beer,21,12.3,"Hardywood Rum Pumpkin combines the nostalgic flavors and aromas of autumn with a soul warming, blackstrap molasses laced finish that can only be achieved through months of maturation in Caribbean dark rum barrels. Pleasantly mellow up front with a crescendo of pumpkin pie spice giving way to subtly sweet, lingering brown sugar and spiced rum notes, this beer might just bring new meaning to Thanksgiving"
500,Tropication,IPA - New England / Hazy,10,7.0,"Smooth, bright, and super juicy, Tropication is an exotic escape from the daily grind. This mouthwatering India pale ale features Centennial, Citra, Mosaic, and Hallertau Blanc hops, lending a juicy drinkability to this full bodied IPA"
501,Foolery,Stout - Imperial / Double Milk,50,14.0,"Foolery is a huge Imperial Stout aged for eight months in bourbon barrels. Massive chocolate, vanilla, and caramel flavors are preceded by aromatic hints of dark cherry, tobacco, leather and oak. Thick and rich, Foolery brings rounded bourbon character contributions from the barrels and a nice warming finish"
502,CuvÃ©e Peach,Belgian Tripel,25,9.0,Hardywood CuvÃ©e Peach is artfully blended by our barrel master from small batches of Peach Tripel aged in white wine barrels at varying levels of maturation from three months to more than a year. The resulting beer is beautifully complex with yeast derived stone fruit esters that harmonize with juicy peach undertones. This sparkling refresher offers a pleasantly dry finish with the slightest hint of vanilla from the toasted French Oak barrels
503,Speculoos Cookie Butter Beer,Golden Ale,25,9.5,"This delectable treat is an Imperial Golden Ale with toasted coconut, whole vanilla beans, and milk sugar that will have you daydreaming of the jar in your cupboard at home.

Trader Joe's Exclusiv"
504,Bourbon DIPA,IPA - Imperial / Double,80,9.4,"Hardywood Bourbon DIPA is hopped with a heavy dose of Columbus, Cascade and Summit hops, fermented with an abbey ale yeast that imparts some subtle tropical fruit and peppery notes and conditioned twelve weeks in freshly emptied Virginia bourbon barrels from the A. Smith Bowman Distillery, where earthy, vanilla, toffee and bourbon notes lend an exquisite mellowness to Bourbon DIPA"
505,OptimalÂ® Wit,Wheat Beer - Witbier / Blanche,15,4.9,"GABF: 2013 Gold, 2015 Bronze, 2018 Silver in the Belgian-style Witbier category.
Unfiltered Wheat Beer with Orange Peel, Coriander, and Grains of Paradise (relative of ginger root). A light and refreshing beer, with a balance of drinkability and complexity. Crisp, citrus flavor with spice and a subtle pepperiness on the finish"
506,MonumentalÂ® IPA,IPA - English,57,6.7,"MonumentalÂ® IPA has flavours of citrus and pine resin and floral aromas combined with a malty caramel background. This IPA shows a delicious, yet elusive balance between hop bitterness and malt flavours. We believe that MonumentalÂ® IPA is a great example of a complex and balanced East Coast-style IPA.

GABF 2012 Bronze, 2015 Silver in the English-style IPA category"
507,Porter,Porter - American,45,7.2,"GABF 2015 Silver, World Beer Cup 2018 Silver in the Robust Porter category.
This beer shows bittersweet flavors of coffee and dark chocolate, with a very complex malt character enhanced by yeast fruitiness. It pours ink black with a rich, long lasting brown lace in the head.

Port City Porter has earned a 90 point rating on Beer Advocate, and was named ""One of the 40 Essential Dishes Every Washingtonian must try"" by The Washington Post"
508,Essential Pale AleÂ®,Pale Ale - American,35,5.5,"Essential Pale AleÂ® is a deep golden color with hop aroma reminiscent of fresh fruit. The pleasing bitter taste from American hops is balanced with English and German malts, and offers a complex full flavored character that is smooth and refreshing.

Essential Pale Ale earned a 93 point rating in Draft Magazine, May, 2013"
509,TidingsÂ® Ale,Belgian Strong Golden Ale,25,8.5,"TidingsÂ® is a strong, spicy Belgian-style blonde ale brewed with local wildflower honey and 100% Virginia grown wheat. These local ingredients store away the essence of summer to warm you during the cold winter months. This festive ale is gently spiced with coriander, cardamom, fresh ginger, and Grains of Paradise, TidingsÂ® balances complexity with drinkability"
510,ManiacalÂ® Double IPA,IPA - Imperial / Double,85,8.9,"Deep golden with subtle orange hues, ManiacalÂ® Double IPA perfectly balances hop bitterness, tropical and citrus aromatics, and malt structure. This deceptive Double IPA satisfies the strongest hop cravings, while remaining balanced enough for the DIPA skeptic. Averaging 5 pounds of hops per barrel, ManiacalÂ® is dry-hopped with Cashmere, Citra, & El Dorado through our patented HopZookaÂ®"
511,DownrightÂ® Pilsner,Pilsner - Czech,43,4.8,"DownrightÂ® Pilsner is a deep golden color and medium bodied, with a soft round malt profile and crisp and spicy hop character on the finish. This lager is brewed in the traditional Pilsner style, using authentic Pilsner malt and noble Saaz hops. The beer carbonates completely naturally as it lagers in our fermentation tanks for six weeks.

A unique twist to Downright is the dry hop addition of Saaz hops. This additional infusion of hops gives the beer an extra refreshing bite on the finish.

**2022 World Beer Cup Silver Medal*"
512,Oktoberfest,MÃ¤rzen,24,5.2,"Port City Oktoberfest is a MÃ¤rzen-style lager, brewed with German malts and hops, and served in the âKellerâ or âZwickelâ style - meaning unfiltered and naturally carbonated. This bright amber beer has subtle flavors of toasted bread, leading to a clean, dry finish punctuated by just a touch of Noble hop"
513,Ways & MeansÂ®,IPA - Session,55,4.7,"Ways & MeansÂ® is a session IPA brewed with rye, pouring golden amber in color with a slight haze. This crisp IPA has notes of citrus and tropical fruit with a soft bready spice, finishing dry and extremely drinkable"
514,IntegralÂ® IPA,IPA - American,60,7.0,"Breathe deep: Integral IPA is all about big, complex hop aromas. A refined, dry body serves as the golden-hued canvas for layers of hop character - think overripe pineapple and melon. You can thank HOPZOOKAÂ® and hop-bursting for that"
515,Long Black VeilÂ®,IPA - Black / Cascadian Dark Ale,65,7.5,"Inspired by the local legend of the Female Stranger, Long Black VeilÂ® is jet black with a tan foam. Piney, citrusy hops burst from the inky depths to mingle with notes of coffee and dark chocolate"
516,Metro RedÂ®,IPA - Red,60,6.5,"Metro RedÂ® is an American Red IPA with notes of sweet citrus and pine in the aroma. This medium bodied brew has flavors of dark caramel and citrus, finishing with a smooth West Coast hoppy bitternes"
517,Derecho LagerÂ®,Lager - American,24,4.8,"Derecho LagerÂ® is named after a violent storm which barreled through the DC Metro region on June 29th, 2012. Brewed with 100% Centennial hops, this American Lager is bright blonde in color with bread like flavors from the malts, and citrus and pine notes from the hops. This lager has a medium body and finishes with a clean hop bitterness. #SaveTheBee"
518,TartanÂ® Ale,Scottish Ale,24,5.0,"Scottish beers in the 1800âs were taxed on their strength, with the strong and better quality beers costing more. Customers developed the habit of asking for them by the tax ratings, or shilling names. The 80-shilling style was one of the stronger types that could be purchased, containing 4.0-5.5% alcohol.

The 80-shilling beers are traditionally malty, without much hop character, as hops did not grow in Scotland and were expensive to import. Our Tartan Ale is crafted by Head Brewer Jonathan Reeves. It has a deep, copper-color and is produced in the 80-shilling style. It offers a slightly fruity flavor that complements the luscious malty roast caramel flavor and faint hop aroma. The limited production TartanÂ® Ale is our Spring Seasonal beer"
